professionName,strategyName,mean,std,count_nonzero
Janitor,"ZeroBDT, 0.0PRT, 0.8ROIT",72.92326732673267,35.89208737696116,808
Nurse,"ZeroBDT, -1.0PRT, 0.5ROIT",73.92257360959651,29.71148570652355,917
Engineer,"ZeroBDT, -1.0PRT, 0.8ROIT",73.9959349593496,39.79773356470082,984
Business Manager,"ZeroBDT, -1.0PRT, 0.8ROIT",74.46922300706358,41.59602267434909,991
Nurse,"ZeroBDT, -0.3PRT, 0.5ROIT",74.5158817086528,29.703948946580812,913
Truck Driver,"ZeroBDT, -1.0PRT, 0.5ROIT",74.8006833712984,32.10057810535206,878
Secretary,"ZeroBDT, -1.0PRT, 0.5ROIT",75.16761687571265,32.239761751715626,877
Truck Driver,"ZeroBDT, -0.3PRT, 0.5ROIT",75.5963511972634,32.5355286715991,877
Secretary,"ZeroBDT, -0.3PRT, 0.5ROIT",76.03078677309009,32.54807067974828,877
Teacher (K-12),"ZeroBDT, -0.3PRT, 0.5ROIT",79.12820512820512,32.38641305328324,897
Teacher (K-12),"ZeroBDT, -1.0PRT, 0.5ROIT",79.58536585365853,32.4841108060611,902
Janitor,"ZeroBDT, -1.0PRT, 0.5ROIT",83.52,36.55939163344726,850
Janitor,"ZeroBDT, -0.3PRT, 0.5ROIT",83.65724381625442,36.995143389039924,849
Mechanic,"ZeroBDT, -1.0PRT, 0.5ROIT",84.70609318996416,38.26349871146161,837
Mechanic,"ZeroBDT, -0.3PRT, 0.5ROIT",85.05515587529976,38.03797721330456,834
Police Officer,"ZeroBDT, -0.3PRT, 0.8ROIT",108.65123456790124,71.4048578640811,972
Police Officer,"ZeroBDT, -1.0PRT, 0.8ROIT",109.80714285714286,73.94697980490899,980
Truck Driver,"ZeroBDT, -1.0PRT, 0.8ROIT",138.42336683417085,85.66095464923012,796
Truck Driver,"ZeroBDT, -0.3PRT, 0.8ROIT",139.38888888888889,83.46146239105131,792
Secretary,"ZeroBDT, -0.3PRT, 0.8ROIT",139.92307692307693,84.96632062779726,793
Nurse,"ZeroBDT, -0.3PRT, 0.8ROIT",139.99683544303798,77.46680312621605,948
Secretary,"ZeroBDT, -1.0PRT, 0.8ROIT",140.04761904761904,88.41392180521635,798
Nurse,"ZeroBDT, -1.0PRT, 0.8ROIT",140.3473242392445,79.94471590105789,953
Mechanic,"ZeroBDT, -1.0PRT, 0.8ROIT",146.31436699857753,66.12816189903,703
Mechanic,"ZeroBDT, -0.3PRT, 0.8ROIT",150.7400568181818,68.28860425726252,704
Teacher (K-12),"ZeroBDT, -0.3PRT, 0.8ROIT",170.57110609480813,104.16957611475485,886
Janitor,"ZeroBDT, -0.3PRT, 0.8ROIT",174.22893081761006,118.08222135759726,795
Teacher (K-12),"ZeroBDT, -1.0PRT, 0.8ROIT",174.25589225589226,108.2839258749089,891
Janitor,"ZeroBDT, -1.0PRT, 0.8ROIT",177.4755944931164,119.3109250433611,799
professionName,mean,std,count_nonzero
Airline Pilot,38.80814576634512,16.02017925247181,22392
Doctor,40.39240616563616,14.700279608928486,22966
Business Manager,41.981602914389796,22.365993170688583,21960
Lawyer,42.3388043830043,21.497841020758088,21629
Engineer,42.93375091441112,21.892867666440495,21872
Police Officer,52.29955653044681,34.85578038326848,20971
Nurse,57.43453874538746,41.72614120382918,20325
Truck Driver,60.38662042146198,41.162477066688794,19029
Secretary,60.6190026742174,41.867342171494776,19071
Teacher (K-12),62.812443507080445,52.16808207178608,19914
Mechanic,67.77606799622244,41.640781512900816,18001
Janitor,68.27222683838804,54.334118818382244,19256
strategyName,mean,std,count_nonzero
"ZeroBDT, -0.3PRT, 0.2ROIT",41.94070241766988,18.499016132614194,10051
"ZeroBDT, -1.0PRT, 0.2ROIT",41.94070241766988,18.499016132614194,10051
"ZeroBDT, 0.0PRT, 0.2ROIT",41.95474932722017,18.547923445340913,10033
"ZeroBDT, 0.3PRT, 0.2ROIT",41.95691202872531,18.546337159787914,10026
"ZeroBDT, 0.3PRT, 0.4ROIT",41.995616171456405,18.634856383679104,10265
"ZeroBDT, 0.0PRT, 0.4ROIT",42.147118644067795,18.718601572382937,10325
"ZeroBDT, 0.6PRT, 0.4ROIT",42.26932773109244,19.1249847826061,9520
"ZeroBDT, 0.6PRT, 0.2ROIT",42.334945716435556,19.000051797357237,9303
"ZeroBDT, 0.6PRT, 0.5ROIT",42.9422268907563,19.39610989832577,9520
"ZeroBDT, 0.6PRT, 0.8ROIT",42.9422268907563,19.39610989832577,9520
"ZeroBDT, 0.3PRT, 0.5ROIT",43.37991097348558,19.300128616919704,10334
"ZeroBDT, -0.3PRT, 0.4ROIT",44.508730754787834,21.160465446441297,10652
"ZeroBDT, -1.0PRT, 0.4ROIT",44.55546202768425,21.143859001042145,10692
"ZeroBDT, 0.3PRT, 0.8ROIT",45.40182737169518,21.328472683831034,10288
"ZeroBDT, 0.0PRT, 0.5ROIT",46.66820929353985,20.64692690808772,10588
"ZeroBDT, -1.0PRT, 0.0ROIT",49.208930861606625,21.438734940866727,8577
"ZeroBDT, -0.3PRT, 0.0ROIT",49.208930861606625,21.438734940866727,8577
"ZeroBDT, 0.0PRT, 0.0ROIT",49.213926860614556,21.465988304327833,8559
"ZeroBDT, 0.3PRT, 0.0ROIT",49.213926860614556,21.465988304327833,8559
"ZeroBDT, 0.6PRT, 0.0ROIT",49.46829268292683,21.75205365640177,7790
"ZeroBDT, 0.0PRT, 0.8ROIT",53.70604317903271,26.168699143851395,10607
"ZeroBDT, -0.3PRT, 0.5ROIT",64.37904257262927,32.22548235988399,10946
"ZeroBDT, -1.0PRT, 0.5ROIT",64.52370572207084,32.03753860408164,11010
"ZeroBDT, -0.3PRT, 0.8ROIT",107.56365159128978,82.17553251709604,10746
"ZeroBDT, -1.0PRT, 0.8ROIT",109.78215174702683,82.85708055411543,10847
